Species,Tissue,n,Gene,Value,Log10value,Log2Value
Nymphae colorata,Flower (n=3),3,F3H,0.732778,-0.135027577852796,-0.448551904453795
Nymphae colorata,Flower (n=3),3,F3'H,50.3783495,1.70224393500044,5.65473195202957
Nymphae colorata,Flower (n=3),3,F3'5'H,1.703475,0.231335764295609,0.768480774765823
Nymphae colorata,Flower (n=3),3,FLS H,1000000,6,19.9315685693242
Nymphae colorata,Flower (n=3),3,FLS F,15.2797,1.18411482743184,3.93354431281854
Nymphae colorata,Flower (n=3),3,FLS Y,1000000,6,19.9315685693242
Nymphae colorata,Flower (n=3),3,DFR N,22.1472,1.34531882756066,4.46905240985469
Nymphae colorata,Flower (n=3),3,DFR D,1000000,6,19.9315685693242
Nymphae colorata,Flower (n=3),3,DFR A,1000000,6,19.9315685693242
Nymphae colorata,Flower (n=3),3,DFR *,1000000,6,19.9315685693242
Nymphae colorata,Flower (n=3),3,F3'H/F3H,68.74981,1.83727150226862,6.10328382132204
Nymphae colorata,Flower (n=3),3,F3'5'H/F3H,2.324680872,0.36636334215412,1.2170326792386
Nymphae colorata,Flower (n=3),3,DFR/FLS,1.449452542,0.161204000246423,0.535508097426823
Thinopyrum intermedium ,Leaf (n=27),27,F3H,0.0896253,-1.0475693776212,-3.47995014686352
Thinopyrum intermedium ,Leaf (n=27),27,F3'H,2.4102478,0.382061695122694,1.26918147900837
Thinopyrum intermedium ,Leaf (n=27),27,F3'5'H,0.4284246,-0.368125600077523,-1.22288677334479
Thinopyrum intermedium ,Leaf (n=27),27,FLS H,1000000,6,19.9315685693242
Thinopyrum intermedium ,Leaf (n=27),27,FLS F,0.0357204,-1.44708368649066,-4.80710795380648
Thinopyrum intermedium ,Leaf (n=27),27,FLS Y,1000000,6,19.9315685693242
Thinopyrum intermedium ,Leaf (n=27),27,DFR N,0.123934,-0.90680953311749,-3.01235606477468
Thinopyrum intermedium ,Leaf (n=27),27,DFR D,1000000,6,19.9315685693242
Thinopyrum intermedium ,Leaf (n=27),27,DFR A,1000000,6,19.9315685693242
Thinopyrum intermedium ,Leaf (n=27),27,DFR *,1000000,6,19.9315685693242
Thinopyrum intermedium ,Flower (n=11),11,F3H,0.0290858,-1.53631898650521,-5.10354120398053
Thinopyrum intermedium ,Flower (n=11),11,F3'H,2.5374015,0.404389192266388,1.34335181905852
Thinopyrum intermedium ,Flower (n=11),11,F3'5'H,3.46656,0.539898721466395,1.79350473123298
Thinopyrum intermedium ,Flower (n=11),11,FLS H,1000000,6,19.9315685693242
Thinopyrum intermedium ,Flower (n=11),11,FLS F,0.2664485,-0.574386720322887,-1.90807138357081
Thinopyrum intermedium ,Flower (n=11),11,FLS Y,1000000,6,19.9315685693242
Thinopyrum intermedium ,Flower (n=11),11,DFR N,0.01,-2,-6.64385618977472
Thinopyrum intermedium ,Flower (n=11),11,DFR D,1000000,6,19.9315685693242
Thinopyrum intermedium ,Flower (n=11),11,DFR A,1000000,6,19.9315685693242
Thinopyrum intermedium ,Flower (n=11),11,DFR *,1000000,6,19.9315685693242
Thinopyrum intermedium ,Root (n=12),12,F3H,0.01,-2,-6.64385618977472
Thinopyrum intermedium ,Root (n=12),12,F3'H,4.18242115,0.621427762080889,2.06433834179948
Thinopyrum intermedium ,Root (n=12),12,F3'5'H,5.3017041,0.724415485124106,2.40645615240523
Thinopyrum intermedium ,Root (n=12),12,FLS H,1000000,6,19.9315685693242
Thinopyrum intermedium ,Root (n=12),12,FLS F,0.09820815,-1.00785246992021,-3.34801343532956
Thinopyrum intermedium ,Root (n=12),12,FLS Y,1000000,6,19.9315685693242
Thinopyrum intermedium ,Root (n=12),12,DFR N,0.7589445,-0.119789981976769,-0.39793370661468
Thinopyrum intermedium ,Root (n=12),12,DFR D,1000000,6,19.9315685693242
Thinopyrum intermedium ,Root (n=12),12,DFR A,1000000,6,19.9315685693242
Thinopyrum intermedium ,Root (n=12),12,DFR *,1000000,6,19.9315685693242
Thinopyrum intermedium ,Stem (n=15),15,F3H,0.0519369,-1.28452397602116,-4.26709628450112
Thinopyrum intermedium ,Stem (n=15),15,F3'H,0.0324031,-1.48941343891403,-4.94772434763133
Thinopyrum intermedium ,Stem (n=15),15,F3'5'H,1.0195912,0.008426078456769,0.027990826755268
Thinopyrum intermedium ,Stem (n=15),15,FLS H,1000000,6,19.9315685693242
Thinopyrum intermedium ,Stem (n=15),15,FLS F,0.0324031,-1.48941343891403,-4.94772434763133
Thinopyrum intermedium ,Stem (n=15),15,FLS Y,1000000,6,19.9315685693242
Thinopyrum intermedium ,Stem (n=15),15,DFR N,0.795422,-0.099402401347938,-0.330207629736986
Thinopyrum intermedium ,Stem (n=15),15,DFR D,1000000,6,19.9315685693242
Thinopyrum intermedium ,Stem (n=15),15,DFR A,1000000,6,19.9315685693242
Thinopyrum intermedium ,Stem (n=15),15,DFR *,1000000,6,19.9315685693242
Thinopyrum intermedium ,Leaf (n=27),27,F3'H/F3H,26.89249353,1.42963107281134,4.74913162609594
Thinopyrum intermedium ,Leaf (n=27),27,F3'5'H/F3H,4.780174794,0.679443777507879,2.25706337339982
Thinopyrum intermedium ,Leaf (n=27),27,DFR/FLS,3.469558012,0.540274153414672,1.79475188916968
Thinopyrum intermedium ,Flower (n=11),11,F3'H/F3H,87.23849782,1.94070817875327,6.44689302297819
Thinopyrum intermedium ,Flower (n=11),11,F3'5'H/F3H,119.1839317,2.07621770805176,6.89704593547981
Thinopyrum intermedium ,Flower (n=11),11,DFR/FLS,0.037530705,-1.42561327745385,-4.7357847988184
Thinopyrum intermedium ,Root (n=12),12,F3'H/F3H,418.242115,2.62142776208089,8.70819453157421
Thinopyrum intermedium ,Root (n=12),12,F3'5'H/F3H,530.17041,2.72441548512411,9.05031234217995
Thinopyrum intermedium ,Root (n=12),12,DFR/FLS,7.727917693,0.888062487933022,2.95007972868028
Thinopyrum intermedium ,Stem (n=15),15,F3'H/F3H,0.623893609,-0.204889463143879,-0.680628063964041
Thinopyrum intermedium ,Stem (n=15),15,F3'5'H/F3H,19.63134496,1.29295005450052,4.29508711133142
Thinopyrum intermedium ,Stem (n=15),15,DFR/FLS,24.54771303,1.39001103761108,4.61751671804379
Miscanthus sinensis,Leaf (n=26),26,F3H,1.418053,0.151692462989073,0.503911454586063
Miscanthus sinensis,Leaf (n=26),26,F3'H,41.012829,1.61291972726637,5.35800335680423
Miscanthus sinensis,Leaf (n=26),26,F3'5'H,17.848,1.25158955727578,4.15769051358205
Miscanthus sinensis,Leaf (n=26),26,FLS H,1000000,6,19.9315685693242
Miscanthus sinensis,Leaf (n=26),26,FLS F,7.01433,0.84598619408151,2.8103053060062
Miscanthus sinensis,Leaf (n=26),26,FLS Y,1000000,6,19.9315685693242
Miscanthus sinensis,Leaf (n=26),26,DFR N,0.8881035,-0.051536418388563,-0.171200276154837
Miscanthus sinensis,Leaf (n=26),26,DFR D,1000000,6,19.9315685693242
Miscanthus sinensis,Leaf (n=26),26,DFR A,1000000,6,19.9315685693242
Miscanthus sinensis,Leaf (n=26),26,DFR *,1000000,6,19.9315685693242
Miscanthus sinensis,Stem (n=7),7,F3H,0.2906849,-0.536577527627583,-1.78247196411127
Miscanthus sinensis,Stem (n=7),7,F3'H,48.455583,1.68534382321142,5.59859099587088
Miscanthus sinensis,Stem (n=7),7,F3'5'H,15.2617,1.18360291235399,3.93184376773923
Miscanthus sinensis,Stem (n=7),7,FLS H,1000000,6,19.9315685693242
Miscanthus sinensis,Stem (n=7),7,FLS F,5.42678,0.734542215770987,2.44009642345046
Miscanthus sinensis,Stem (n=7),7,FLS Y,1000000,6,19.9315685693242
Miscanthus sinensis,Stem (n=7),7,DFR N,0.416928,-0.379938937598203,-1.26212983114913
Miscanthus sinensis,Stem (n=7),7,DFR D,1000000,6,19.9315685693242
Miscanthus sinensis,Stem (n=7),7,DFR A,1000000,6,19.9315685693242
Miscanthus sinensis,Stem (n=7),7,DFR *,1000000,6,19.9315685693242
Miscanthus sinensis,Leaf (n=26),26,F3'H/F3H,28.92192958,1.46122726434833,4.85409190245412
Miscanthus sinensis,Leaf (n=26),26,F3'5'H/F3H,12.58627146,1.09989709435161,3.6537790592116
Miscanthus sinensis,Leaf (n=26),26,DFR/FLS,0.126612734,-0.897522613214243,-2.98150558463312
Miscanthus sinensis,Stem (n=7),7,F3'H/F3H,166.6945307,2.22192135072317,7.38106295959737
Miscanthus sinensis,Stem (n=7),7,F3'5'H/F3H,52.50255517,1.72018043996268,5.71431573178772
Miscanthus sinensis,Stem (n=7),7,DFR/FLS,0.07682788,-1.11448115063339,-3.70222624551146
Panicum hallii  ,Leaf (n=106),106,F3H,0.278629,-0.554973683732135,-1.84358267191291
Panicum hallii  ,Leaf (n=106),106,F3'H,18.6872617,1.27154566757968,4.22398327706525
Panicum hallii  ,Leaf (n=106),106,F3'5'H,0.0847113,-1.07205865342003,-3.5613017601631
Panicum hallii  ,Leaf (n=106),106,FLS H,1000000,6,19.9315685693242
Panicum hallii  ,Leaf (n=106),106,FLS F,0.01,-2,-6.64385618977472
Panicum hallii  ,Leaf (n=106),106,FLS Y,1000000,6,19.9315685693242
Panicum hallii  ,Leaf (n=106),106,DFR N,1.749275,0.242858089406795,0.806757110271099
Panicum hallii  ,Leaf (n=106),106,DFR D,1000000,6,19.9315685693242
Panicum hallii  ,Leaf (n=106),106,DFR A,1000000,6,19.9315685693242
Panicum hallii  ,Leaf (n=106),106,DFR *,1000000,6,19.9315685693242
Panicum hallii  ,Leaf (n=106),106,F3'H/F3H,67.06861705,1.82651935131238,6.06756594898005
Panicum hallii  ,Leaf (n=106),106,F3'5'H/F3H,0.304029013,-0.51708497038935,-1.71771909058038
Panicum hallii  ,Leaf (n=106),106,DFR/FLS,174.9275,2.24285808940679,7.45061330004582
Panicum virgatum,Leaf (n=108),108,F3H,0.571719,-0.242817374589923,-0.806621858577053
Panicum virgatum,Leaf (n=108),108,F3'H,5.399874,0.732383626166831,2.43292574399908
Panicum virgatum,Leaf (n=108),108,F3'5'H,1.17180145,0.068854031072598,0.228728140266311
Panicum virgatum,Leaf (n=108),108,FLS H,1000000,6,19.9315685693242
Panicum virgatum,Leaf (n=108),108,FLS F,4.575075,0.660398217925781,2.1937953939412
Panicum virgatum,Leaf (n=108),108,FLS Y,1000000,6,19.9315685693242
Panicum virgatum,Leaf (n=108),108,DFR N,0.1815775,-0.740937967660961,-2.46134265134169
Panicum virgatum,Leaf (n=108),108,DFR D,1000000,6,19.9315685693242
Panicum virgatum,Leaf (n=108),108,DFR A,1000000,6,19.9315685693242
Panicum virgatum,Leaf (n=108),108,DFR *,1000000,6,19.9315685693242
Panicum virgatum,Stem (n=53),53,F3H,1.990584,0.298980508956916,0.993191752527703
Panicum virgatum,Stem (n=53),53,F3'H,20.9840134,1.32188855491475,4.39121872888137
Panicum virgatum,Stem (n=53),53,F3'5'H,2.371787,0.375075684321969,1.24597445345825
Panicum virgatum,Stem (n=53),53,FLS H,1000000,6,19.9315685693242
Panicum virgatum,Stem (n=53),53,FLS F,3.933433,0.594771757027559,1.97578900971537
Panicum virgatum,Stem (n=53),53,FLS Y,1000000,6,19.9315685693242
Panicum virgatum,Stem (n=53),53,DFR N,1.66488,0.221382936211138,0.735418195528437
Panicum virgatum,Stem (n=53),53,DFR D,1000000,6,19.9315685693242
Panicum virgatum,Stem (n=53),53,DFR A,1000000,6,19.9315685693242
Panicum virgatum,Stem (n=53),53,DFR *,1000000,6,19.9315685693242
Panicum virgatum,Leaf (n=108),108,F3'H/F3H,9.444979089,0.975201000739381,3.23954760251842
Panicum virgatum,Leaf (n=108),108,F3'5'H/F3H,2.049610823,0.311671405705045,1.03534999898463
Panicum virgatum,Leaf (n=108),108,DFR/FLS,0.03968842,-1.40133619005579,-4.65513806012876
Panicum virgatum,Stem (n=53),53,F3'H/F3H,10.54163673,1.0229080461348,3.39802697694151
Panicum virgatum,Stem (n=53),53,F3'5'H/F3H,0.113028283,-0.946812869667901,-3.14524427235073
Panicum virgatum,Stem (n=53),53,DFR/FLS,0.423263851,-0.373388821017154,-1.24037081485375
Sorghum bicolor,Leaf (n=128),128,F3H,0.01,-2,-6.64385618977472
Sorghum bicolor,Leaf (n=128),128,F3'H,7.492232,0.874611217016041,2.90539557390921
Sorghum bicolor,Leaf (n=128),128,F3'5'H,0.509888,-0.292525208850546,-0.971747709743421
Sorghum bicolor,Leaf (n=128),128,FLS H,1000000,6,19.9315685693242
Sorghum bicolor,Leaf (n=128),128,FLS F,0.42166,-0.375037595578025,-1.24584792538965
Sorghum bicolor,Leaf (n=128),128,FLS Y,1000000,6,19.9315685693242
Sorghum bicolor,Leaf (n=128),128,DFR N,0.05584305,-1.25303086971878,-4.16247844987995
Sorghum bicolor,Leaf (n=128),128,DFR D,1000000,6,19.9315685693242
Sorghum bicolor,Leaf (n=128),128,DFR A,1000000,6,19.9315685693242
Sorghum bicolor,Leaf (n=128),128,DFR *,1000000,6,19.9315685693242
Sorghum bicolor,Flower (n=50),50,F3H,0.01,-2,-6.64385618977472
Sorghum bicolor,Flower (n=50),50,F3'H,0.26995695,-0.568705487204424,-1.88919873566098
Sorghum bicolor,Flower (n=50),50,F3'5'H,0.05690385,-1.24485834912003,-4.13532992409692
Sorghum bicolor,Flower (n=50),50,FLS H,1000000,6,19.9315685693242
Sorghum bicolor,Flower (n=50),50,FLS F,0.01,-2,-6.64385618977472
Sorghum bicolor,Flower (n=50),50,FLS Y,1000000,6,19.9315685693242
Sorghum bicolor,Flower (n=50),50,DFR N,0.01,-2,-6.64385618977472
Sorghum bicolor,Flower (n=50),50,DFR D,1000000,6,19.9315685693242
Sorghum bicolor,Flower (n=50),50,DFR A,1000000,6,19.9315685693242
Sorghum bicolor,Flower (n=50),50,DFR *,1000000,6,19.9315685693242
Sorghum bicolor,Root (n=46),46,F3H,0.01,-2,-6.64385618977472
Sorghum bicolor,Root (n=46),46,F3'H,33.776539,1.52861514641295,5.07794960113955
Sorghum bicolor,Root (n=46),46,F3'5'H,11.15655,1.04752991614234,3.47981905866826
Sorghum bicolor,Root (n=46),46,FLS H,1000000,6,19.9315685693242
Sorghum bicolor,Root (n=46),46,FLS F,1.01752,0.007542954314235,0.025057151854908
Sorghum bicolor,Root (n=46),46,FLS Y,1000000,6,19.9315685693242
Sorghum bicolor,Root (n=46),46,DFR N,0.1279165,-0.893073432090791,-2.96672572485988
Sorghum bicolor,Root (n=46),46,DFR D,1000000,6,19.9315685693242
Sorghum bicolor,Root (n=46),46,DFR A,1000000,6,19.9315685693242
Sorghum bicolor,Root (n=46),46,DFR *,1000000,6,19.9315685693242
Sorghum bicolor,Stem (n=44),44,F3H,0.00956205,-2.0194489897066,-6.70846433509827
Sorghum bicolor,Stem (n=44),44,F3'H,32.3254447,1.50954450816736,5.01459831216409
Sorghum bicolor,Stem (n=44),44,F3'5'H,6.313875,0.800295979623412,2.65852569893642
Sorghum bicolor,Stem (n=44),44,FLS H,1000000,6,19.9315685693242
Sorghum bicolor,Stem (n=44),44,FLS F,0.241437,-0.617196173905216,-2.05028131015272
Sorghum bicolor,Stem (n=44),44,FLS Y,1000000,6,19.9315685693242
Sorghum bicolor,Stem (n=44),44,DFR N,0.08442785,-1.07351427012539,-3.56613721419205
Sorghum bicolor,Stem (n=44),44,DFR D,1000000,6,19.9315685693242
Sorghum bicolor,Stem (n=44),44,DFR A,1000000,6,19.9315685693242
Sorghum bicolor,Stem (n=44),44,DFR *,1000000,6,19.9315685693242
Sorghum bicolor,Seed (n=23),23,F3H,0.503351,-0.298129064245302,-0.990363314418947
Sorghum bicolor,Seed (n=23),23,F3'H,0.1797557,-0.745317329377358,-2.47589057606506
Sorghum bicolor,Seed (n=23),23,F3'5'H,0.066041,-1.18018635922521,-3.92049422391304
Sorghum bicolor,Seed (n=23),23,FLS H,1000000,6,19.9315685693242
Sorghum bicolor,Seed (n=23),23,FLS F,0.793338,-0.100541742997241,-0.33399244077148
Sorghum bicolor,Seed (n=23),23,FLS Y,1000000,6,19.9315685693242
Sorghum bicolor,Seed (n=23),23,DFR N,0.01,-2,-6.64385618977472
Sorghum bicolor,Seed (n=23),23,DFR D,1000000,6,19.9315685693242
Sorghum bicolor,Seed (n=23),23,DFR A,1000000,6,19.9315685693242
Sorghum bicolor,Seed (n=23),23,DFR *,1000000,6,19.9315685693242
Sorghum bicolor,Fruit (n=24),24,F3H,12.74151,1.1052208994128,3.67146435681604
Sorghum bicolor,Fruit (n=24),24,F3'H,1.9840603,0.297554867192807,0.988455873098263
Sorghum bicolor,Fruit (n=24),24,F3'5'H,0.6288275,-0.201468473907103,-0.669263783706088
Sorghum bicolor,Fruit (n=24),24,FLS H,1000000,6,19.9315685693242
Sorghum bicolor,Fruit (n=24),24,FLS F,1.38635,0.141872886754569,0.471291528412774
Sorghum bicolor,Fruit (n=24),24,FLS Y,1000000,6,19.9315685693242
Sorghum bicolor,Fruit (n=24),24,DFR N,3.935844395,0.595037920112783,1.976673184346
Sorghum bicolor,Fruit (n=24),24,DFR D,1000000,6,19.9315685693242
Sorghum bicolor,Fruit (n=24),24,DFR A,1000000,6,19.9315685693242
Sorghum bicolor,Fruit (n=24),24,DFR *,1000000,6,19.9315685693242
Sorghum bicolor,Leaf (n=128),128,F3'H/F3H,749.2232,2.87461121701604,9.54925176368394
Sorghum bicolor,Leaf (n=128),128,F3'5'H/F3H,50.9888,1.70747479114945,5.6721084800313
Sorghum bicolor,Leaf (n=128),128,DFR/FLS,0.132436205,-0.877993272583007,-2.91663051931559
Sorghum bicolor,Flower (n=50),50,F3'H/F3H,26.995695,1.43129451279558,4.75465745411374
Sorghum bicolor,Flower (n=50),50,F3'5'H/F3H,5.690385,0.755141650879972,2.5085262656778
Sorghum bicolor,Flower (n=50),50,DFR/FLS,1,0,0
Sorghum bicolor,Root (n=46),46,F3'H/F3H,3377.6539,3.52861514641295,11.7218057909143
Sorghum bicolor,Root (n=46),46,F3'5'H/F3H,1115.655,3.04752991614234,10.123675248443
Sorghum bicolor,Root (n=46),46,DFR/FLS,0.125713991,-0.900616385989732,-2.99178287533521
Sorghum bicolor,Stem (n=44),44,F3'H/F3H,3380.597748,3.52899349782377,11.7230626470956
Sorghum bicolor,Stem (n=44),44,F3'5'H/F3H,660.305583,2.81974496932487,9.36699003401759
Sorghum bicolor,Stem (n=44),44,DFR/FLS,0.349688946,-0.456318095935192,-1.51585590309262
Sorghum bicolor,Seed (n=23),23,F3'H/F3H,0.357117995,-0.447188265370651,-1.48552726243871
Sorghum bicolor,Seed (n=23),23,F3'5'H/F3H,0.13120268,-0.882057293791729,-2.93013090554706
Sorghum bicolor,Seed (n=23),23,DFR/FLS,0.01,-2,-6.64385618977472
Sorghum bicolor,Fruit (n=24),24,F3'H/F3H,0.155716261,-0.80766603294362,-2.68300848612163
Sorghum bicolor,Fruit (n=24),24,F3'5'H/F3H,0.049352667,-1.30668937324588,-4.34072814027626
Sorghum bicolor,Fruit (n=24),24,DFR/FLS,2.838997652,0.453165033341685,1.50538165587831
Musa acuminata,Leaf (n=126),126,F3H,66.42925,1.82235934919452,6.05374672106993
Musa acuminata,Leaf (n=126),126,F3'H,0.2621075,-0.581520551880517,-1.93176945904629
Musa acuminata,Leaf (n=126),126,F3'5'H,17.5243635,1.24364225297492,4.13129014014639
Musa acuminata,Leaf (n=126),126,FLS H,1000000,6,19.9315685693242
Musa acuminata,Leaf (n=126),126,FLS F,49.85990535,1.69775144973912,5.63980823902413
Musa acuminata,Leaf (n=126),126,FLS Y,0.01,-2,-6.64385618977472
Musa acuminata,Leaf (n=126),126,DFR N,16.3295921,1.21297533654734,4.02941684888208
Musa acuminata,Leaf (n=126),126,DFR D,1000000,6,19.9315685693242
Musa acuminata,Leaf (n=126),126,DFR A,1000000,6,19.9315685693242
Musa acuminata,Leaf (n=126),126,DFR *,0.01,-2,-6.64385618977472
Musa acuminata,Root (n=67),67,F3H,68.7863,1.83750194947287,6.10404935036422
Musa acuminata,Root (n=67),67,F3'H,0.232368,-0.633823679983523,-2.10551668974216
Musa acuminata,Root (n=67),67,F3'5'H,28.4176875,1.45358873415263,4.82871725439339
Musa acuminata,Root (n=67),67,FLS H,1000000,6,19.9315685693242
Musa acuminata,Root (n=67),67,FLS F,13.157935,1.11918773665829,3.71786118585857
Musa acuminata,Root (n=67),67,FLS Y,0.01,-2,-6.64385618977472
Musa acuminata,Root (n=67),67,DFR N,20.74989,1.31701579875801,4.37503178330475
Musa acuminata,Root (n=67),67,DFR D,1000000,6,19.9315685693242
Musa acuminata,Root (n=67),67,DFR A,1000000,6,19.9315685693242
Musa acuminata,Root (n=67),67,DFR *,0.18149,-0.741147299357697,-2.46203803618623
Musa acuminata,Stem (n=54),54,F3H,77.566745,1.88967556715388,6.27736635675069
Musa acuminata,Stem (n=54),54,F3'H,2.19211,0.340862343240425,1.13232019449951
Musa acuminata,Stem (n=54),54,F3'5'H,13.2336277,1.12167891252686,3.72613669296569
Musa acuminata,Stem (n=54),54,FLS H,1000000,6,19.9315685693242
Musa acuminata,Stem (n=54),54,FLS F,0.9508385,-0.021893241753449,-0.072727774868942
Musa acuminata,Stem (n=54),54,FLS Y,0.01,-2,-6.64385618977472
Musa acuminata,Stem (n=54),54,DFR N,39.74412,1.5992728854341,5.31266952951511
Musa acuminata,Stem (n=54),54,DFR D,1000000,6,19.9315685693242
Musa acuminata,Stem (n=54),54,DFR A,1000000,6,19.9315685693242
Musa acuminata,Stem (n=54),54,DFR *,0.01,-2,-6.64385618977472
Musa acuminata,Fruit (n=95),95,F3H,18.32675,1.26308545556723,4.19587906109238
Musa acuminata,Fruit (n=95),95,F3'H,2.65393,0.423889463737666,1.40813031871689
Musa acuminata,Fruit (n=95),95,F3'5'H,3.18053,0.502499496366885,1.66926719464791
Musa acuminata,Fruit (n=95),95,FLS H,1000000,6,19.9315685693242
Musa acuminata,Fruit (n=95),95,FLS F,0.691102,-0.160457850211892,-0.533029440664113
Musa acuminata,Fruit (n=95),95,FLS Y,0.01,-2,-6.64385618977472
Musa acuminata,Fruit (n=95),95,DFR N,5.25418,0.720504946955511,2.39346562579684
Musa acuminata,Fruit (n=95),95,DFR D,1000000,6,19.9315685693242
Musa acuminata,Fruit (n=95),95,DFR A,1000000,6,19.9315685693242
Musa acuminata,Fruit (n=95),95,DFR *,0.01,-2,-6.64385618977472
Musa acuminata,Leaf (n=126),126,F3'H/F3H,0.003945664,-2.40387990062435,-7.98551617861907
Musa acuminata,Leaf (n=126),126,F3'5'H/F3H,0.263804928,-0.578717095888908,-1.92245657982499
Musa acuminata,Leaf (n=126),126,DFR/FLS,0.327509488543383,-0.484776113191776,-1.61039139014206
Musa acuminata,Root (n=67),67,F3'H/F3H,0.003378115,-2.47132556997659,-8.20956584251874
Musa acuminata,Root (n=67),67,F3'5'H/F3H,0.413130049,-0.383913215480264,-1.27533209650243
Musa acuminata,Root (n=67),67,DFR/FLS,1.57698681442035,0.197828062099719,0.657170597446177
Musa acuminata,Stem (n=54),54,F3'H/F3H,0.028260951,-1.54881322794029,-5.14504617562802
Musa acuminata,Stem (n=54),54,F3'5'H/F3H,0.170609553,-0.767996654885785,-2.5512296646446
Musa acuminata,Stem (n=54),54,DFR/FLS,41.7990226521118,1.62116612718755,5.38539730438405
Musa acuminata,Fruit (n=95),95,F3'H/F3H,0.144811819,-0.83919599119819,-2.78774874027811
Musa acuminata,Fruit (n=95),95,F3'5'H/F3H,0.173545773,-0.760585959838328,-2.52661186856381
Musa acuminata,Fruit (n=95),95,DFR/FLS,7.60261148137323,0.880962797167403,2.92649506646095
Lotus japonicus,Leaf (n=3),3,F3H,226.5593,2.3551818941726,7.82374490282201
Lotus japonicus,Leaf (n=3),3,F3'H,14.4211045,1.15899852389837,3.85010975847098
Lotus japonicus,Leaf (n=3),3,F3'5'H,1.98503,0.297767074694098,0.989160811158747
Lotus japonicus,Leaf (n=3),3,FLS H,63.84413,1.80512097323921,5.99648207567375
Lotus japonicus,Leaf (n=3),3,FLS F,1000000,6,19.9315685693242
Lotus japonicus,Leaf (n=3),3,FLS Y,0.01,-2,-6.64385618977472
Lotus japonicus,Leaf (n=3),3,DFR N,10.350351,1.01495507779085,3.37160778796201
Lotus japonicus,Leaf (n=3),3,DFR D,1.885122,0.275339461816224,0.91465789383848
Lotus japonicus,Leaf (n=3),3,DFR A,1000000,6,19.9315685693242
Lotus japonicus,Leaf (n=3),3,DFR *,5.72332,0.757648028688225,2.51685227253544
Lotus japonicus,Flower (n=21) ,21,F3H,547.2476,2.73818386560947,9.09604991213537
Lotus japonicus,Flower (n=21) ,21,F3'H,518.877622,2.71506494097536,9.01925050686974
Lotus japonicus,Flower (n=21) ,21,F3'5'H,22.1176,1.34473799951759,4.46712294086012
Lotus japonicus,Flower (n=21) ,21,FLS H,152.757202,2.18400169495469,7.25509658975161
Lotus japonicus,Flower (n=21) ,21,FLS F,1000000,6,19.9315685693242
Lotus japonicus,Flower (n=21) ,21,FLS Y,0.0487237,-1.31225973949322,-4.3592324964121
Lotus japonicus,Flower (n=21) ,21,DFR N,43.7443097,1.64092156760712,5.45102345694069
Lotus japonicus,Flower (n=21) ,21,DFR D,47.294473,1.67481039050837,5.56359968983904
Lotus japonicus,Flower (n=21) ,21,DFR A,1000000,6,19.9315685693242
Lotus japonicus,Flower (n=21) ,21,DFR *,3.01721,0.479605538437259,1.59321511259831
Lotus japonicus,Root (n=65),65,F3H,43.516534,1.63865429742959,5.44349174843928
Lotus japonicus,Root (n=65),65,F3'H,35.2312091,1.54692754799099,5.13878208242649
Lotus japonicus,Root (n=65),65,F3'5'H,3.47304,0.540709785233952,1.79619902674918
Lotus japonicus,Root (n=65),65,FLS H,10.93851,1.03895816817213,3.45134432826369
Lotus japonicus,Root (n=65),65,FLS F,1000000,6,19.9315685693242
Lotus japonicus,Root (n=65),65,FLS Y,0.326098,-0.486651864768491,-1.61662250200377
Lotus japonicus,Root (n=65),65,DFR N,19.02512,1.27932740474214,4.24983364837224
Lotus japonicus,Root (n=65),65,DFR D,2.9529583,0.470257314148362,1.56216098369571
Lotus japonicus,Root (n=65),65,DFR A,1000000,6,19.9315685693242
Lotus japonicus,Root (n=65),65,DFR *,34.8814,1.54259390745528,5.12438604017777
Lotus japonicus,Stem (n=6),6,F3H,1021.396355,3.00919430367988,9.9963271003692
Lotus japonicus,Stem (n=6),6,F3'H,60.7064915,1.78323513377527,5.92377889067828
Lotus japonicus,Stem (n=6),6,F3'5'H,6.67513,0.824459728123935,2.7387959339581
Lotus japonicus,Stem (n=6),6,FLS H,389.18105,2.59015168544833,8.60429765391068
Lotus japonicus,Stem (n=6),6,FLS F,1000000,6,19.9315685693242
Lotus japonicus,Stem (n=6),6,FLS Y,0.0237557,-1.62423216786914,-5.3955824710643
Lotus japonicus,Stem (n=6),6,DFR N,11.778815,1.07110160073566,3.55812249996262
Lotus japonicus,Stem (n=6),6,DFR D,10.90394,1.03758345308518,3.44677762359391
Lotus japonicus,Stem (n=6),6,DFR A,1000000,6,19.9315685693242
Lotus japonicus,Stem (n=6),6,DFR *,17.02645,1.23112410737975,4.08970576059793
Lotus japonicus,Seed (n=23),23,F3H,40.55431,1.60803701661741,5.34178334312024
Lotus japonicus,Seed (n=23),23,F3'H,42.258802,1.62591718102287,5.40117996359994
Lotus japonicus,Seed (n=23),23,F3'5'H,0.0782259,-1.10664943153383,-3.67620983780335
Lotus japonicus,Seed (n=23),23,FLS H,82.98398,1.91899426021803,6.37476094694588
Lotus japonicus,Seed (n=23),23,FLS F,1000000,6,19.9315685693242
Lotus japonicus,Seed (n=23),23,FLS Y,0.545894,-0.262891679061343,-0.873307254585988
Lotus japonicus,Seed (n=23),23,DFR N,13.05184,1.11567174121582,3.70618130181674
